geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,number_devices_primary_daytime,date_range,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,356842,08/02/21 - 08/08/21,3861106,49267007.0
01,02,-86.8445209956579,32.75687994183124,-151.59342192189865,63.742989015090714,356842,08/02/21 - 08/08/21,734,9365.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390921,34.29309519459149,356842,08/02/21 - 08/08/21,1988,25366.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174863,34.8997724175194,356842,08/02/21 - 08/08/21,3536,45118.0
01,06,-86.8445209956579,32.75687994183124,-119.6638458867405,37.21530826027419,356842,08/02/21 - 08/08/21,7162,91385.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,356842,08/02/21 - 08/08/21,3931,50158.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,356842,08/02/21 - 08/08/21,379,4835.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811352,38.99497528640457,356842,08/02/21 - 08/08/21,154,1965.0
01,11,-86.8445209956579,32.75687994183124,-77.0162909035438,38.90477388790585,356842,08/02/21 - 08/08/21,685,8740.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,356842,08/02/21 - 08/08/21,124588,1589720.0
01,13,-86.8445209956579,32.75687994183124,-83.42714021377525,32.63861711465618,356842,08/02/21 - 08/08/21,134104,1711142.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068461,20.995111199008356,356842,08/02/21 - 08/08/21,1102,14061.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,356842,08/02/21 - 08/08/21,438,5588.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,356842,08/02/21 - 08/08/21,5261,67129.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774677,39.919869617318085,356842,08/02/21 - 08/08/21,4016,51243.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,356842,08/02/21 - 08/08/21,898,11458.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,356842,08/02/21 - 08/08/21,1030,13142.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,356842,08/02/21 - 08/08/21,7513,95864.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,356842,08/02/21 - 08/08/21,12660,161539.0
01,23,-86.8445209956579,32.75687994183124,-69.20275986278288,45.27432853102379,356842,08/02/21 - 08/08/21,617,7872.0
01,24,-86.8445209956579,32.75687994183124,-76.68717734070172,38.94649396258224,356842,08/02/21 - 08/08/21,1033,13180.0
01,25,-86.8445209956579,32.75687994183124,-71.503972041848,42.16009326868467,356842,08/02/21 - 08/08/21,1222,15592.0
01,26,-86.8445209956579,32.75687994183124,-85.73095291151436,44.874773603554175,356842,08/02/21 - 08/08/21,2214,28250.0
01,27,-86.8445209956579,32.75687994183124,-94.19830560457335,46.3491103788664,356842,08/02/21 - 08/08/21,946,12070.0
