geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,number_devices_primary_daytime,date_range,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,393680,12/27/21 - 01/02/22,3329583,33769776.0
01,02,-86.8445209956579,32.75687994183124,-151.59342192189865,63.742989015090714,393680,12/27/21 - 01/02/22,101,1024.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390921,34.29309519459149,393680,12/27/21 - 01/02/22,2769,28084.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174863,34.8997724175194,393680,12/27/21 - 01/02/22,6081,61675.0
01,06,-86.8445209956579,32.75687994183124,-119.6638458867405,37.21530826027419,393680,12/27/21 - 01/02/22,10633,107843.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,393680,12/27/21 - 01/02/22,7958,80712.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,393680,12/27/21 - 01/02/22,682,6917.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811352,38.99497528640457,393680,12/27/21 - 01/02/22,188,1906.0
01,11,-86.8445209956579,32.75687994183124,-77.0162909035438,38.90477388790585,393680,12/27/21 - 01/02/22,1086,11014.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,393680,12/27/21 - 01/02/22,128938,1307733.0
01,13,-86.8445209956579,32.75687994183124,-83.42714021377525,32.63861711465618,393680,12/27/21 - 01/02/22,142015,1440365.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068461,20.995111199008356,393680,12/27/21 - 01/02/22,1170,11866.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,393680,12/27/21 - 01/02/22,502,5091.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,393680,12/27/21 - 01/02/22,7368,74728.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774677,39.919869617318085,393680,12/27/21 - 01/02/22,3708,37607.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,393680,12/27/21 - 01/02/22,849,8610.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,393680,12/27/21 - 01/02/22,1258,12759.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,393680,12/27/21 - 01/02/22,9293,94252.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,393680,12/27/21 - 01/02/22,21935,222472.0
01,23,-86.8445209956579,32.75687994183124,-69.20275986278288,45.27432853102379,393680,12/27/21 - 01/02/22,236,2393.0
01,24,-86.8445209956579,32.75687994183124,-76.68717734070172,38.94649396258224,393680,12/27/21 - 01/02/22,2142,21724.0
01,25,-86.8445209956579,32.75687994183124,-71.503972041848,42.16009326868467,393680,12/27/21 - 01/02/22,1185,12018.0
01,26,-86.8445209956579,32.75687994183124,-85.73095291151436,44.874773603554175,393680,12/27/21 - 01/02/22,2467,25021.0
01,27,-86.8445209956579,32.75687994183124,-94.19830560457335,46.3491103788664,393680,12/27/21 - 01/02/22,740,7505.0
01,28,-86.8445209956579,32.75687994183124,-89.6533594096457,32.712892273261986,393680,12/27/21 - 01/02/22,53392,541520.0
01,29,-86.8445209956579,32.75687994183124,-92.4774251950813,38.3676304410753,393680,12/27/21 - 01/02/22,7012,71118.0
01,30,-86.8445209956579,32.75687994183124,-109.64520698796639,47.03342111039991,393680,12/27/21 - 01/02/22,859,8712.0
01,31,-86.8445209956579,32.75687994183124,-99.81085586033895,41.527151125231704,393680,12/27/21 - 01/02/22,638,6470.0
01,32,-86.8445209956579,32.75687994183124,-116.65524866805762,39.356185873030874,393680,12/27/21 - 01/02/22,4301,43622.0
01,33,-86.8445209956579,32.75687994183124,-71.57124316745634,43.6802370603039,393680,12/27/21 - 01/02/22,330,3346.0
01,34,-86.8445209956579,32.75687994183124,-74.65561230865505,40.11017985292258,393680,12/27/21 - 01/02/22,2297,23296.0
01,35,-86.8445209956579,32.75687994183124,-106.1084438818861,34.42130099474041,393680,12/27/21 - 01/02/22,1317,13357.0
01,36,-86.8445209956579,32.75687994183124,-75.59654322164518,42.92123354806042,393680,12/27/21 - 01/02/22,6604,66980.0
01,37,-86.8445209956579,32.75687994183124,-79.13090891837648,35.52603039243236,393680,12/27/21 - 01/02/22,14823,150339.0
01,38,-86.8445209956579,32.75687994183124,-100.4693907950372,47.446310421753914,393680,12/27/21 - 01/02/22,101,1024.0
01,39,-86.8445209956579,32.75687994183124,-82.70937700691621,40.415486910016135,393680,12/27/21 - 01/02/22,4660,47263.0
01,40,-86.8445209956579,32.75687994183124,-97.50822793037422,35.583464652524235,393680,12/27/21 - 01/02/22,2528,25639.0
01,41,-86.8445209956579,32.75687994183124,-120.60525631019901,43.94045138675371,393680,12/27/21 - 01/02/22,401,4067.0
01,42,-86.8445209956579,32.75687994183124,-77.83893800628347,40.896700506452106,393680,12/27/21 - 01/02/22,3357,34047.0
01,44,-86.8445209956579,32.75687994183124,-71.52472355562169,41.59463889844585,393680,12/27/21 - 01/02/22,258,2616.0
01,45,-86.8445209956579,32.75687994183124,-80.86459715523999,33.87785606967731,393680,12/27/21 - 01/02/22,9256,93877.0
01,46,-86.8445209956579,32.75687994183124,-100.23046550270404,44.43613758926095,393680,12/27/21 - 01/02/22,343,3478.0
01,47,-86.8445209956579,32.75687994183124,-86.34341233023729,35.84298014361061,393680,12/27/21 - 01/02/22,130903,1327663.0
01,48,-86.8445209956579,32.75687994183124,-99.31712096957119,31.447212191842507,393680,12/27/21 - 01/02/22,38824,393766.0
01,49,-86.8445209956579,32.75687994183124,-111.67824995489637,39.32376871301901,393680,12/27/21 - 01/02/22,2286,23185.0
01,50,-86.8445209956579,32.75687994183124,-72.66263037415419,44.075248233178044,393680,12/27/21 - 01/02/22,260,2637.0
