geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,number_devices_primary_daytime,date_range,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,360736,08/16/21 - 08/22/21,3703072,46458994.0
01,02,-86.8445209956579,32.75687994183124,-151.59342192189865,63.742989015090714,360736,08/16/21 - 08/22/21,685,8594.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390921,34.29309519459149,360736,08/16/21 - 08/22/21,1441,18078.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174863,34.8997724175194,360736,08/16/21 - 08/22/21,3401,42669.0
01,06,-86.8445209956579,32.75687994183124,-119.6638458867405,37.21530826027419,360736,08/16/21 - 08/22/21,3816,47875.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,360736,08/16/21 - 08/22/21,3303,41439.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,360736,08/16/21 - 08/22/21,535,6712.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811352,38.99497528640457,360736,08/16/21 - 08/22/21,180,2258.0
01,11,-86.8445209956579,32.75687994183124,-77.0162909035438,38.90477388790585,360736,08/16/21 - 08/22/21,518,6498.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,360736,08/16/21 - 08/22/21,73633,923804.0
01,13,-86.8445209956579,32.75687994183124,-83.42714021377525,32.63861711465618,360736,08/16/21 - 08/22/21,101529,1273789.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068461,20.995111199008356,360736,08/16/21 - 08/22/21,664,8330.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,360736,08/16/21 - 08/22/21,394,4943.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,360736,08/16/21 - 08/22/21,4128,51790.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774677,39.919869617318085,360736,08/16/21 - 08/22/21,3296,41351.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,360736,08/16/21 - 08/22/21,1006,12621.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,360736,08/16/21 - 08/22/21,1283,16096.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,360736,08/16/21 - 08/22/21,6291,78927.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,360736,08/16/21 - 08/22/21,8892,111559.0
01,23,-86.8445209956579,32.75687994183124,-69.20275986278288,45.27432853102379,360736,08/16/21 - 08/22/21,316,3964.0
