geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,census_block_group,date_range,visitor_flows,pop_flows
01,53,-86.8445209956579,32.75687994183124,-120.59289987466929,47.41163921872467,36939290992321,01/18/21 - 01/24/21,306,4013.0
01,54,-86.8445209956579,32.75687994183124,-80.61370689717069,38.64256709677395,36939290992321,01/18/21 - 01/24/21,251,3292.0
01,55,-86.8445209956579,32.75687994183124,-89.73293305821664,44.63994410730462,36939290992321,01/18/21 - 01/24/21,304,3987.0
01,56,-86.8445209956579,32.75687994183124,-107.55139421018254,42.9995374625361,36939290992321,01/18/21 - 01/24/21,322,4223.0
01,72,-86.8445209956579,32.75687994183124,-66.41466678397286,18.21569833731172,36939290992321,01/18/21 - 01/24/21,17,222.0
02,01,-151.59342192189865,63.742989015090714,-86.8445209956579,32.75687994183124,10883243351082,01/18/21 - 01/24/21,68,2846.0
02,02,-151.59342192189865,63.742989015090714,-151.59342192189865,63.742989015090714,10883243351082,01/18/21 - 01/24/21,94883,3971766.0
02,04,-151.59342192189865,63.742989015090714,-111.6644603390921,34.29309519459149,10883243351082,01/18/21 - 01/24/21,789,33027.0
02,05,-151.59342192189865,63.742989015090714,-92.43923686174863,34.8997724175194,10883243351082,01/18/21 - 01/24/21,32,1339.0
02,06,-151.59342192189865,63.742989015090714,-119.6638458867405,37.21530826027419,10883243351082,01/18/21 - 01/24/21,579,24236.0
02,08,-151.59342192189865,63.742989015090714,-105.5478211203382,38.99853159698931,10883243351082,01/18/21 - 01/24/21,164,6864.0
02,10,-151.59342192189865,63.742989015090714,-75.45249262811352,38.99497528640457,10883243351082,01/18/21 - 01/24/21,4,167.0
02,11,-151.59342192189865,63.742989015090714,-77.0162909035438,38.90477388790585,10883243351082,01/18/21 - 01/24/21,40,1674.0
02,12,-151.59342192189865,63.742989015090714,-82.46641838867941,28.477058414990193,10883243351082,01/18/21 - 01/24/21,511,21390.0
02,13,-151.59342192189865,63.742989015090714,-83.42714021377525,32.63861711465618,10883243351082,01/18/21 - 01/24/21,157,6571.0
02,15,-151.59342192189865,63.742989015090714,-158.1099738068461,20.995111199008356,10883243351082,01/18/21 - 01/24/21,1200,50231.0
02,16,-151.59342192189865,63.742989015090714,-114.6594139607683,44.389055086057056,10883243351082,01/18/21 - 01/24/21,230,9627.0
02,17,-151.59342192189865,63.742989015090714,-89.14863899339443,40.124200826969364,10883243351082,01/18/21 - 01/24/21,54,2260.0
02,18,-151.59342192189865,63.742989015090714,-86.28183838774677,39.919869617318085,10883243351082,01/18/21 - 01/24/21,32,1339.0
02,20,-151.59342192189865,63.742989015090714,-98.38015540415404,38.484727072453566,10883243351082,01/18/21 - 01/24/21,20,837.0
02,21,-151.59342192189865,63.742989015090714,-85.29055223275348,37.5266141736611,10883243351082,01/18/21 - 01/24/21,49,2051.0
02,22,-151.59342192189865,63.742989015090714,-91.81423318426776,30.909072897746587,10883243351082,01/18/21 - 01/24/21,101,4227.0
02,23,-151.59342192189865,63.742989015090714,-69.20275986278288,45.27432853102379,10883243351082,01/18/21 - 01/24/21,8,334.0
02,24,-151.59342192189865,63.742989015090714,-76.68717734070172,38.94649396258224,10883243351082,01/18/21 - 01/24/21,70,2930.0
02,25,-151.59342192189865,63.742989015090714,-71.503972041848,42.16009326868467,10883243351082,01/18/21 - 01/24/21,4,167.0
02,26,-151.59342192189865,63.742989015090714,-85.73095291151436,44.874773603554175,10883243351082,01/18/21 - 01/24/21,57,2385.0
02,27,-151.59342192189865,63.742989015090714,-94.19830560457335,46.3491103788664,10883243351082,01/18/21 - 01/24/21,61,2553.0
02,28,-151.59342192189865,63.742989015090714,-89.6533594096457,32.712892273261986,10883243351082,01/18/21 - 01/24/21,24,1004.0
02,29,-151.59342192189865,63.742989015090714,-92.4774251950813,38.3676304410753,10883243351082,01/18/21 - 01/24/21,59,2469.0
02,30,-151.59342192189865,63.742989015090714,-109.64520698796639,47.03342111039991,10883243351082,01/18/21 - 01/24/21,104,4353.0
02,31,-151.59342192189865,63.742989015090714,-99.81085586033895,41.527151125231704,10883243351082,01/18/21 - 01/24/21,12,502.0
02,32,-151.59342192189865,63.742989015090714,-116.65524866805762,39.356185873030874,10883243351082,01/18/21 - 01/24/21,344,14399.0
02,33,-151.59342192189865,63.742989015090714,-71.57124316745634,43.6802370603039,10883243351082,01/18/21 - 01/24/21,26,1088.0
02,34,-151.59342192189865,63.742989015090714,-74.65561230865505,40.11017985292258,10883243351082,01/18/21 - 01/24/21,13,544.0
02,35,-151.59342192189865,63.742989015090714,-106.1084438818861,34.42130099474041,10883243351082,01/18/21 - 01/24/21,33,1381.0
02,36,-151.59342192189865,63.742989015090714,-75.59654322164518,42.92123354806042,10883243351082,01/18/21 - 01/24/21,76,3181.0
02,37,-151.59342192189865,63.742989015090714,-79.13090891837648,35.52603039243236,10883243351082,01/18/21 - 01/24/21,105,4395.0
02,38,-151.59342192189865,63.742989015090714,-100.4693907950372,47.446310421753914,10883243351082,01/18/21 - 01/24/21,44,1841.0
02,39,-151.59342192189865,63.742989015090714,-82.70937700691621,40.415486910016135,10883243351082,01/18/21 - 01/24/21,66,2762.0
02,40,-151.59342192189865,63.742989015090714,-97.50822793037422,35.583464652524235,10883243351082,01/18/21 - 01/24/21,89,3725.0
02,41,-151.59342192189865,63.742989015090714,-120.60525631019901,43.94045138675371,10883243351082,01/18/21 - 01/24/21,276,11553.0
02,42,-151.59342192189865,63.742989015090714,-77.83893800628347,40.896700506452106,10883243351082,01/18/21 - 01/24/21,84,3516.0
02,45,-151.59342192189865,63.742989015090714,-80.86459715523999,33.87785606967731,10883243351082,01/18/21 - 01/24/21,96,4018.0
02,46,-151.59342192189865,63.742989015090714,-100.23046550270404,44.43613758926095,10883243351082,01/18/21 - 01/24/21,20,837.0
02,47,-151.59342192189865,63.742989015090714,-86.34341233023729,35.84298014361061,10883243351082,01/18/21 - 01/24/21,81,3390.0
02,48,-151.59342192189865,63.742989015090714,-99.31712096957119,31.447212191842507,10883243351082,01/18/21 - 01/24/21,622,26036.0
02,49,-151.59342192189865,63.742989015090714,-111.67824995489637,39.32376871301901,10883243351082,01/18/21 - 01/24/21,206,8623.0
02,50,-151.59342192189865,63.742989015090714,-72.66263037415419,44.075248233178044,10883243351082,01/18/21 - 01/24/21,4,167.0
02,51,-151.59342192189865,63.742989015090714,-78.66634949421768,37.510873096830124,10883243351082,01/18/21 - 01/24/21,107,4478.0
02,53,-151.59342192189865,63.742989015090714,-120.59289987466929,47.41163921872467,10883243351082,01/18/21 - 01/24/21,1231,51529.0
02,54,-151.59342192189865,63.742989015090714,-80.61370689717069,38.64256709677395,10883243351082,01/18/21 - 01/24/21,8,334.0
02,55,-151.59342192189865,63.742989015090714,-89.73293305821664,44.63994410730462,10883243351082,01/18/21 - 01/24/21,41,1716.0
02,56,-151.59342192189865,63.742989015090714,-107.55139421018254,42.9995374625361,10883243351082,01/18/21 - 01/24/21,8,334.0
02,72,-151.59342192189865,63.742989015090714,-66.41466678397286,18.21569833731172,10883243351082,01/18/21 - 01/24/21,8,334.0
04,01,-111.6644603390921,34.29309519459149,-86.8445209956579,32.75687994183124,167420278399339,01/18/21 - 01/24/21,702,17476.0
04,02,-111.6644603390921,34.29309519459149,-151.59342192189865,63.742989015090714,167420278399339,01/18/21 - 01/24/21,231,5750.0
04,04,-111.6644603390921,34.29309519459149,-111.6644603390921,34.29309519459149,167420278399339,01/18/21 - 01/24/21,2008525,50003385.0
04,05,-111.6644603390921,34.29309519459149,-92.43923686174863,34.8997724175194,167420278399339,01/18/21 - 01/24/21,561,13966.0
04,06,-111.6644603390921,34.29309519459149,-119.6638458867405,37.21530826027419,167420278399339,01/18/21 - 01/24/21,19315,480858.0
04,08,-111.6644603390921,34.29309519459149,-105.5478211203382,38.99853159698931,167420278399339,01/18/21 - 01/24/21,4805,119623.0
04,09,-111.6644603390921,34.29309519459149,-72.73825767764087,41.575164149895755,167420278399339,01/18/21 - 01/24/21,117,2912.0
04,10,-111.6644603390921,34.29309519459149,-75.45249262811352,38.99497528640457,167420278399339,01/18/21 - 01/24/21,42,1045.0
04,11,-111.6644603390921,34.29309519459149,-77.0162909035438,38.90477388790585,167420278399339,01/18/21 - 01/24/21,186,4630.0
04,12,-111.6644603390921,34.29309519459149,-82.46641838867941,28.477058414990193,167420278399339,01/18/21 - 01/24/21,4694,116859.0
04,13,-111.6644603390921,34.29309519459149,-83.42714021377525,32.63861711465618,167420278399339,01/18/21 - 01/24/21,1046,26040.0
04,15,-111.6644603390921,34.29309519459149,-158.1099738068461,20.995111199008356,167420278399339,01/18/21 - 01/24/21,1128,28082.0
04,16,-111.6644603390921,34.29309519459149,-114.6594139607683,44.389055086057056,167420278399339,01/18/21 - 01/24/21,977,24322.0
04,17,-111.6644603390921,34.29309519459149,-89.14863899339443,40.124200826969364,167420278399339,01/18/21 - 01/24/21,2476,61641.0
04,18,-111.6644603390921,34.29309519459149,-86.28183838774677,39.919869617318085,167420278399339,01/18/21 - 01/24/21,856,21310.0
04,19,-111.6644603390921,34.29309519459149,-93.50009011569544,42.07464832674591,167420278399339,01/18/21 - 01/24/21,799,19891.0
04,20,-111.6644603390921,34.29309519459149,-98.38015540415404,38.484727072453566,167420278399339,01/18/21 - 01/24/21,782,19468.0
04,21,-111.6644603390921,34.29309519459149,-85.29055223275348,37.5266141736611,167420278399339,01/18/21 - 01/24/21,352,8763.0
04,22,-111.6644603390921,34.29309519459149,-91.81423318426776,30.909072897746587,167420278399339,01/18/21 - 01/24/21,677,16854.0
04,23,-111.6644603390921,34.29309519459149,-69.20275986278288,45.27432853102379,167420278399339,01/18/21 - 01/24/21,99,2464.0
04,24,-111.6644603390921,34.29309519459149,-76.68717734070172,38.94649396258224,167420278399339,01/18/21 - 01/24/21,370,9211.0
04,25,-111.6644603390921,34.29309519459149,-71.503972041848,42.16009326868467,167420278399339,01/18/21 - 01/24/21,465,11576.0
04,26,-111.6644603390921,34.29309519459149,-85.73095291151436,44.874773603554175,167420278399339,01/18/21 - 01/24/21,1199,29849.0
04,27,-111.6644603390921,34.29309519459149,-94.19830560457335,46.3491103788664,167420278399339,01/18/21 - 01/24/21,1127,28057.0
04,28,-111.6644603390921,34.29309519459149,-89.6533594096457,32.712892273261986,167420278399339,01/18/21 - 01/24/21,295,7344.0
04,29,-111.6644603390921,34.29309519459149,-92.4774251950813,38.3676304410753,167420278399339,01/18/21 - 01/24/21,1500,37343.0
04,30,-111.6644603390921,34.29309519459149,-109.64520698796639,47.03342111039991,167420278399339,01/18/21 - 01/24/21,529,13169.0
04,31,-111.6644603390921,34.29309519459149,-99.81085586033895,41.527151125231704,167420278399339,01/18/21 - 01/24/21,1069,26613.0
04,32,-111.6644603390921,34.29309519459149,-116.65524866805762,39.356185873030874,167420278399339,01/18/21 - 01/24/21,15427,384064.0
04,33,-111.6644603390921,34.29309519459149,-71.57124316745634,43.6802370603039,167420278399339,01/18/21 - 01/24/21,36,896.0
04,34,-111.6644603390921,34.29309519459149,-74.65561230865505,40.11017985292258,167420278399339,01/18/21 - 01/24/21,392,9759.0
04,35,-111.6644603390921,34.29309519459149,-106.1084438818861,34.42130099474041,167420278399339,01/18/21 - 01/24/21,4442,110586.0
04,36,-111.6644603390921,34.29309519459149,-75.59654322164518,42.92123354806042,167420278399339,01/18/21 - 01/24/21,752,18721.0
04,37,-111.6644603390921,34.29309519459149,-79.13090891837648,35.52603039243236,167420278399339,01/18/21 - 01/24/21,781,19443.0
04,38,-111.6644603390921,34.29309519459149,-100.4693907950372,47.446310421753914,167420278399339,01/18/21 - 01/24/21,448,11153.0
04,39,-111.6644603390921,34.29309519459149,-82.70937700691621,40.415486910016135,167420278399339,01/18/21 - 01/24/21,867,21584.0
04,40,-111.6644603390921,34.29309519459149,-97.50822793037422,35.583464652524235,167420278399339,01/18/21 - 01/24/21,1327,33036.0
04,41,-111.6644603390921,34.29309519459149,-120.60525631019901,43.94045138675371,167420278399339,01/18/21 - 01/24/21,1392,34654.0
04,42,-111.6644603390921,34.29309519459149,-77.83893800628347,40.896700506452106,167420278399339,01/18/21 - 01/24/21,633,15758.0
04,44,-111.6644603390921,34.29309519459149,-71.52472355562169,41.59463889844585,167420278399339,01/18/21 - 01/24/21,52,1294.0
04,45,-111.6644603390921,34.29309519459149,-80.86459715523999,33.87785606967731,167420278399339,01/18/21 - 01/24/21,357,8887.0
04,46,-111.6644603390921,34.29309519459149,-100.23046550270404,44.43613758926095,167420278399339,01/18/21 - 01/24/21,282,7020.0
04,47,-111.6644603390921,34.29309519459149,-86.34341233023729,35.84298014361061,167420278399339,01/18/21 - 01/24/21,1075,26762.0
04,48,-111.6644603390921,34.29309519459149,-99.31712096957119,31.447212191842507,167420278399339,01/18/21 - 01/24/21,8631,214873.0
04,49,-111.6644603390921,34.29309519459149,-111.67824995489637,39.32376871301901,167420278399339,01/18/21 - 01/24/21,4325,107673.0
04,50,-111.6644603390921,34.29309519459149,-72.66263037415419,44.075248233178044,167420278399339,01/18/21 - 01/24/21,22,547.0
04,51,-111.6644603390921,34.29309519459149,-78.66634949421768,37.510873096830124,167420278399339,01/18/21 - 01/24/21,694,17277.0
04,53,-111.6644603390921,34.29309519459149,-120.59289987466929,47.41163921872467,167420278399339,01/18/21 - 01/24/21,1921,47824.0
04,54,-111.6644603390921,34.29309519459149,-80.61370689717069,38.64256709677395,167420278399339,01/18/21 - 01/24/21,109,2713.0
04,55,-111.6644603390921,34.29309519459149,-89.73293305821664,44.63994410730462,167420278399339,01/18/21 - 01/24/21,967,24074.0
04,56,-111.6644603390921,34.29309519459149,-107.55139421018254,42.9995374625361,167420278399339,01/18/21 - 01/24/21,368,9161.0
04,72,-111.6644603390921,34.29309519459149,-66.41466678397286,18.21569833731172,167420278399339,01/18/21 - 01/24/21,46,1145.0
05,01,-92.43923686174863,34.8997724175194,-86.8445209956579,32.75687994183124,108988976173619,01/18/21 - 01/24/21,1703,25064.0
05,02,-92.43923686174863,34.8997724175194,-151.59342192189865,63.742989015090714,108988976173619,01/18/21 - 01/24/21,26,382.0
05,04,-92.43923686174863,34.8997724175194,-111.6644603390921,34.29309519459149,108988976173619,01/18/21 - 01/24/21,1005,14791.0
05,05,-92.43923686174863,34.8997724175194,-92.43923686174863,34.8997724175194,108988976173619,01/18/21 - 01/24/21,1473519,21687457.0
05,06,-92.43923686174863,34.8997724175194,-119.6638458867405,37.21530826027419,108988976173619,01/18/21 - 01/24/21,1383,20355.0
05,08,-92.43923686174863,34.8997724175194,-105.5478211203382,38.99853159698931,108988976173619,01/18/21 - 01/24/21,1739,25594.0
05,09,-92.43923686174863,34.8997724175194,-72.73825767764087,41.575164149895755,108988976173619,01/18/21 - 01/24/21,79,1162.0
05,10,-92.43923686174863,34.8997724175194,-75.45249262811352,38.99497528640457,108988976173619,01/18/21 - 01/24/21,25,367.0
05,11,-92.43923686174863,34.8997724175194,-77.0162909035438,38.90477388790585,108988976173619,01/18/21 - 01/24/21,347,5107.0
05,12,-92.43923686174863,34.8997724175194,-82.46641838867941,28.477058414990193,108988976173619,01/18/21 - 01/24/21,3682,54192.0
05,13,-92.43923686174863,34.8997724175194,-83.42714021377525,32.63861711465618,108988976173619,01/18/21 - 01/24/21,1913,28155.0
05,15,-92.43923686174863,34.8997724175194,-158.1099738068461,20.995111199008356,108988976173619,01/18/21 - 01/24/21,323,4753.0
05,16,-92.43923686174863,34.8997724175194,-114.6594139607683,44.389055086057056,108988976173619,01/18/21 - 01/24/21,162,2384.0
05,17,-92.43923686174863,34.8997724175194,-89.14863899339443,40.124200826969364,108988976173619,01/18/21 - 01/24/21,1701,25035.0
05,18,-92.43923686174863,34.8997724175194,-86.28183838774677,39.919869617318085,108988976173619,01/18/21 - 01/24/21,953,14026.0
05,19,-92.43923686174863,34.8997724175194,-93.50009011569544,42.07464832674591,108988976173619,01/18/21 - 01/24/21,524,7712.0
05,20,-92.43923686174863,34.8997724175194,-98.38015540415404,38.484727072453566,108988976173619,01/18/21 - 01/24/21,2333,34337.0
05,21,-92.43923686174863,34.8997724175194,-85.29055223275348,37.5266141736611,108988976173619,01/18/21 - 01/24/21,760,11185.0
05,22,-92.43923686174863,34.8997724175194,-91.81423318426776,30.909072897746587,108988976173619,01/18/21 - 01/24/21,10248,150831.0
05,23,-92.43923686174863,34.8997724175194,-69.20275986278288,45.27432853102379,108988976173619,01/18/21 - 01/24/21,11,161.0
05,24,-92.43923686174863,34.8997724175194,-76.68717734070172,38.94649396258224,108988976173619,01/18/21 - 01/24/21,264,3885.0
05,25,-92.43923686174863,34.8997724175194,-71.503972041848,42.16009326868467,108988976173619,01/18/21 - 01/24/21,178,2619.0
05,26,-92.43923686174863,34.8997724175194,-85.73095291151436,44.874773603554175,108988976173619,01/18/21 - 01/24/21,336,4945.0
05,27,-92.43923686174863,34.8997724175194,-94.19830560457335,46.3491103788664,108988976173619,01/18/21 - 01/24/21,376,5534.0
05,28,-92.43923686174863,34.8997724175194,-89.6533594096457,32.712892273261986,108988976173619,01/18/21 - 01/24/21,8498,125074.0
05,29,-92.43923686174863,34.8997724175194,-92.4774251950813,38.3676304410753,108988976173619,01/18/21 - 01/24/21,26182,385350.0
05,30,-92.43923686174863,34.8997724175194,-109.64520698796639,47.03342111039991,108988976173619,01/18/21 - 01/24/21,119,1751.0
05,31,-92.43923686174863,34.8997724175194,-99.81085586033895,41.527151125231704,108988976173619,01/18/21 - 01/24/21,423,6225.0
05,32,-92.43923686174863,34.8997724175194,-116.65524866805762,39.356185873030874,108988976173619,01/18/21 - 01/24/21,590,8683.0
05,33,-92.43923686174863,34.8997724175194,-71.57124316745634,43.6802370603039,108988976173619,01/18/21 - 01/24/21,16,235.0
05,34,-92.43923686174863,34.8997724175194,-74.65561230865505,40.11017985292258,108988976173619,01/18/21 - 01/24/21,157,2310.0
05,35,-92.43923686174863,34.8997724175194,-106.1084438818861,34.42130099474041,108988976173619,01/18/21 - 01/24/21,557,8198.0
05,36,-92.43923686174863,34.8997724175194,-75.59654322164518,42.92123354806042,108988976173619,01/18/21 - 01/24/21,310,4562.0
05,37,-92.43923686174863,34.8997724175194,-79.13090891837648,35.52603039243236,108988976173619,01/18/21 - 01/24/21,744,10950.0
05,38,-92.43923686174863,34.8997724175194,-100.4693907950372,47.446310421753914,108988976173619,01/18/21 - 01/24/21,40,588.0
05,39,-92.43923686174863,34.8997724175194,-82.70937700691621,40.415486910016135,108988976173619,01/18/21 - 01/24/21,685,10081.0
05,40,-92.43923686174863,34.8997724175194,-97.50822793037422,35.583464652524235,108988976173619,01/18/21 - 01/24/21,14695,216283.0
05,41,-92.43923686174863,34.8997724175194,-120.60525631019901,43.94045138675371,108988976173619,01/18/21 - 01/24/21,228,3355.0
05,42,-92.43923686174863,34.8997724175194,-77.83893800628347,40.896700506452106,108988976173619,01/18/21 - 01/24/21,473,6961.0
05,44,-92.43923686174863,34.8997724175194,-71.52472355562169,41.59463889844585,108988976173619,01/18/21 - 01/24/21,8,117.0
05,45,-92.43923686174863,34.8997724175194,-80.86459715523999,33.87785606967731,108988976173619,01/18/21 - 01/24/21,549,8080.0
05,46,-92.43923686174863,34.8997724175194,-100.23046550270404,44.43613758926095,108988976173619,01/18/21 - 01/24/21,89,1309.0
05,47,-92.43923686174863,34.8997724175194,-86.34341233023729,35.84298014361061,108988976173619,01/18/21 - 01/24/21,15669,230618.0
05,48,-92.43923686174863,34.8997724175194,-99.31712096957119,31.447212191842507,108988976173619,01/18/21 - 01/24/21,36105,531398.0
05,49,-92.43923686174863,34.8997724175194,-111.67824995489637,39.32376871301901,108988976173619,01/18/21 - 01/24/21,398,5857.0
05,50,-92.43923686174863,34.8997724175194,-72.66263037415419,44.075248233178044,108988976173619,01/18/21 - 01/24/21,12,176.0
05,51,-92.43923686174863,34.8997724175194,-78.66634949421768,37.510873096830124,108988976173619,01/18/21 - 01/24/21,882,12981.0
05,53,-92.43923686174863,34.8997724175194,-120.59289987466929,47.41163921872467,108988976173619,01/18/21 - 01/24/21,192,2825.0
05,54,-92.43923686174863,34.8997724175194,-80.61370689717069,38.64256709677395,108988976173619,01/18/21 - 01/24/21,137,2016.0
05,55,-92.43923686174863,34.8997724175194,-89.73293305821664,44.63994410730462,108988976173619,01/18/21 - 01/24/21,363,5342.0
05,56,-92.43923686174863,34.8997724175194,-107.55139421018254,42.9995374625361,108988976173619,01/18/21 - 01/24/21,251,3694.0
06,01,-119.6638458867405,37.21530826027419,-86.8445209956579,32.75687994183124,1403108466735774,01/18/21 - 01/24/21,2217,74303.0
06,02,-119.6638458867405,37.21530826027419,-151.59342192189865,63.742989015090714,1403108466735774,01/18/21 - 01/24/21,340,11395.0
06,04,-119.6638458867405,37.21530826027419,-111.6644603390921,34.29309519459149,1403108466735774,01/18/21 - 01/24/21,46041,1543087.0
06,05,-119.6638458867405,37.21530826027419,-92.43923686174863,34.8997724175194,1403108466735774,01/18/21 - 01/24/21,1454,48731.0
06,06,-119.6638458867405,37.21530826027419,-119.6638458867405,37.21530826027419,1403108466735774,01/18/21 - 01/24/21,7501512,251416983.0
06,08,-119.6638458867405,37.21530826027419,-105.5478211203382,38.99853159698931,1403108466735774,01/18/21 - 01/24/21,8701,291618.0
06,09,-119.6638458867405,37.21530826027419,-72.73825767764087,41.575164149895755,1403108466735774,01/18/21 - 01/24/21,544,18232.0
06,10,-119.6638458867405,37.21530826027419,-75.45249262811352,38.99497528640457,1403108466735774,01/18/21 - 01/24/21,80,2681.0
