geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,number_devices_primary_daytime,date_range,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,361399,08/30/21 - 09/05/21,3708152,46408353.0
01,02,-86.8445209956579,32.75687994183124,-151.59342192189865,63.742989015090714,361399,08/30/21 - 09/05/21,426,5331.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390921,34.29309519459149,361399,08/30/21 - 09/05/21,1747,21864.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174863,34.8997724175194,361399,08/30/21 - 09/05/21,3285,41112.0
01,06,-86.8445209956579,32.75687994183124,-119.6638458867405,37.21530826027419,361399,08/30/21 - 09/05/21,3956,49510.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,361399,08/30/21 - 09/05/21,3034,37971.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,361399,08/30/21 - 09/05/21,419,5243.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811352,38.99497528640457,361399,08/30/21 - 09/05/21,147,1839.0
01,11,-86.8445209956579,32.75687994183124,-77.0162909035438,38.90477388790585,361399,08/30/21 - 09/05/21,466,5832.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,361399,08/30/21 - 09/05/21,88250,1104468.0
01,13,-86.8445209956579,32.75687994183124,-83.42714021377525,32.63861711465618,361399,08/30/21 - 09/05/21,127376,1594139.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068461,20.995111199008356,361399,08/30/21 - 09/05/21,694,8685.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,361399,08/30/21 - 09/05/21,358,4480.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,361399,08/30/21 - 09/05/21,4334,54240.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774677,39.919869617318085,361399,08/30/21 - 09/05/21,2928,36644.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,361399,08/30/21 - 09/05/21,801,10024.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,361399,08/30/21 - 09/05/21,991,12402.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,361399,08/30/21 - 09/05/21,6227,77932.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,361399,08/30/21 - 09/05/21,7931,99258.0
01,23,-86.8445209956579,32.75687994183124,-69.20275986278288,45.27432853102379,361399,08/30/21 - 09/05/21,423,5293.0
01,24,-86.8445209956579,32.75687994183124,-76.68717734070172,38.94649396258224,361399,08/30/21 - 09/05/21,1017,12727.0
01,25,-86.8445209956579,32.75687994183124,-71.503972041848,42.16009326868467,361399,08/30/21 - 09/05/21,1330,16645.0
01,26,-86.8445209956579,32.75687994183124,-85.73095291151436,44.874773603554175,361399,08/30/21 - 09/05/21,2222,27808.0
01,27,-86.8445209956579,32.75687994183124,-94.19830560457335,46.3491103788664,361399,08/30/21 - 09/05/21,702,8785.0
01,28,-86.8445209956579,32.75687994183124,-89.6533594096457,32.712892273261986,361399,08/30/21 - 09/05/21,43173,540319.0
01,29,-86.8445209956579,32.75687994183124,-92.4774251950813,38.3676304410753,361399,08/30/21 - 09/05/21,4022,50336.0
01,30,-86.8445209956579,32.75687994183124,-109.64520698796639,47.03342111039991,361399,08/30/21 - 09/05/21,996,12465.0
01,31,-86.8445209956579,32.75687994183124,-99.81085586033895,41.527151125231704,361399,08/30/21 - 09/05/21,499,6245.0
01,32,-86.8445209956579,32.75687994183124,-116.65524866805762,39.356185873030874,361399,08/30/21 - 09/05/21,2706,33866.0
01,33,-86.8445209956579,32.75687994183124,-71.57124316745634,43.6802370603039,361399,08/30/21 - 09/05/21,168,2102.0
01,34,-86.8445209956579,32.75687994183124,-74.65561230865505,40.11017985292258,361399,08/30/21 - 09/05/21,835,10450.0
01,35,-86.8445209956579,32.75687994183124,-106.1084438818861,34.42130099474041,361399,08/30/21 - 09/05/21,739,9248.0
01,36,-86.8445209956579,32.75687994183124,-75.59654322164518,42.92123354806042,361399,08/30/21 - 09/05/21,2410,30161.0
01,37,-86.8445209956579,32.75687994183124,-79.13090891837648,35.52603039243236,361399,08/30/21 - 09/05/21,6746,84427.0
01,38,-86.8445209956579,32.75687994183124,-100.4693907950372,47.446310421753914,361399,08/30/21 - 09/05/21,198,2478.0
01,39,-86.8445209956579,32.75687994183124,-82.70937700691621,40.415486910016135,361399,08/30/21 - 09/05/21,3643,45592.0
01,40,-86.8445209956579,32.75687994183124,-97.50822793037422,35.583464652524235,361399,08/30/21 - 09/05/21,1304,16319.0
01,41,-86.8445209956579,32.75687994183124,-120.60525631019901,43.94045138675371,361399,08/30/21 - 09/05/21,452,5656.0
01,42,-86.8445209956579,32.75687994183124,-77.83893800628347,40.896700506452106,361399,08/30/21 - 09/05/21,1848,23128.0
01,44,-86.8445209956579,32.75687994183124,-71.52472355562169,41.59463889844585,361399,08/30/21 - 09/05/21,206,2578.0
01,45,-86.8445209956579,32.75687994183124,-80.86459715523999,33.87785606967731,361399,08/30/21 - 09/05/21,5910,73964.0
01,46,-86.8445209956579,32.75687994183124,-100.23046550270404,44.43613758926095,361399,08/30/21 - 09/05/21,576,7208.0
