geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,06/07/21 - 06/13/21,1442060,18892289.0
01,02,-86.8445209956579,32.75687994183124,-151.59342192189865,63.742989015090714,06/07/21 - 06/13/21,323,4231.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390921,34.29309519459149,06/07/21 - 06/13/21,1324,17345.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174863,34.8997724175194,06/07/21 - 06/13/21,1506,19729.0
01,06,-86.8445209956579,32.75687994183124,-119.6638458867405,37.21530826027419,06/07/21 - 06/13/21,2639,34573.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,06/07/21 - 06/13/21,2096,27459.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,06/07/21 - 06/13/21,183,2397.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811352,38.99497528640457,06/07/21 - 06/13/21,83,1087.0
01,11,-86.8445209956579,32.75687994183124,-77.0162909035438,38.90477388790585,06/07/21 - 06/13/21,144,1886.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,06/07/21 - 06/13/21,58415,765289.0
01,13,-86.8445209956579,32.75687994183124,-83.42714021377525,32.63861711465618,06/07/21 - 06/13/21,47197,618323.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068461,20.995111199008356,06/07/21 - 06/13/21,1071,14031.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,06/07/21 - 06/13/21,283,3707.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,06/07/21 - 06/13/21,1804,23634.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774677,39.919869617318085,06/07/21 - 06/13/21,1426,18681.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,06/07/21 - 06/13/21,342,4480.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,06/07/21 - 06/13/21,422,5528.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,06/07/21 - 06/13/21,2706,35451.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,06/07/21 - 06/13/21,5219,68373.0
01,23,-86.8445209956579,32.75687994183124,-69.20275986278288,45.27432853102379,06/07/21 - 06/13/21,373,4886.0
01,24,-86.8445209956579,32.75687994183124,-76.68717734070172,38.94649396258224,06/07/21 - 06/13/21,558,7310.0
01,25,-86.8445209956579,32.75687994183124,-71.503972041848,42.16009326868467,06/07/21 - 06/13/21,643,8423.0
01,26,-86.8445209956579,32.75687994183124,-85.73095291151436,44.874773603554175,06/07/21 - 06/13/21,879,11515.0
01,27,-86.8445209956579,32.75687994183124,-94.19830560457335,46.3491103788664,06/07/21 - 06/13/21,435,5698.0
01,28,-86.8445209956579,32.75687994183124,-89.6533594096457,32.712892273261986,06/07/21 - 06/13/21,18416,241266.0
01,29,-86.8445209956579,32.75687994183124,-92.4774251950813,38.3676304410753,06/07/21 - 06/13/21,1947,25507.0
01,30,-86.8445209956579,32.75687994183124,-109.64520698796639,47.03342111039991,06/07/21 - 06/13/21,762,9982.0
01,31,-86.8445209956579,32.75687994183124,-99.81085586033895,41.527151125231704,06/07/21 - 06/13/21,257,3366.0
01,32,-86.8445209956579,32.75687994183124,-116.65524866805762,39.356185873030874,06/07/21 - 06/13/21,2588,33905.0
01,33,-86.8445209956579,32.75687994183124,-71.57124316745634,43.6802370603039,06/07/21 - 06/13/21,122,1598.0
01,34,-86.8445209956579,32.75687994183124,-74.65561230865505,40.11017985292258,06/07/21 - 06/13/21,411,5384.0
01,35,-86.8445209956579,32.75687994183124,-106.1084438818861,34.42130099474041,06/07/21 - 06/13/21,574,7519.0
01,36,-86.8445209956579,32.75687994183124,-75.59654322164518,42.92123354806042,06/07/21 - 06/13/21,1534,20096.0
01,37,-86.8445209956579,32.75687994183124,-79.13090891837648,35.52603039243236,06/07/21 - 06/13/21,3667,48041.0
01,38,-86.8445209956579,32.75687994183124,-100.4693907950372,47.446310421753914,06/07/21 - 06/13/21,108,1414.0
01,39,-86.8445209956579,32.75687994183124,-82.70937700691621,40.415486910016135,06/07/21 - 06/13/21,1688,22114.0
01,40,-86.8445209956579,32.75687994183124,-97.50822793037422,35.583464652524235,06/07/21 - 06/13/21,1257,16467.0
01,41,-86.8445209956579,32.75687994183124,-120.60525631019901,43.94045138675371,06/07/21 - 06/13/21,289,3786.0
01,42,-86.8445209956579,32.75687994183124,-77.83893800628347,40.896700506452106,06/07/21 - 06/13/21,981,12851.0
01,44,-86.8445209956579,32.75687994183124,-71.52472355562169,41.59463889844585,06/07/21 - 06/13/21,65,851.0
01,45,-86.8445209956579,32.75687994183124,-80.86459715523999,33.87785606967731,06/07/21 - 06/13/21,4458,58403.0
01,46,-86.8445209956579,32.75687994183124,-100.23046550270404,44.43613758926095,06/07/21 - 06/13/21,579,7585.0
01,47,-86.8445209956579,32.75687994183124,-86.34341233023729,35.84298014361061,06/07/21 - 06/13/21,24310,318482.0
01,48,-86.8445209956579,32.75687994183124,-99.31712096957119,31.447212191842507,06/07/21 - 06/13/21,7095,92950.0
01,49,-86.8445209956579,32.75687994183124,-111.67824995489637,39.32376871301901,06/07/21 - 06/13/21,869,11384.0
01,50,-86.8445209956579,32.75687994183124,-72.66263037415419,44.075248233178044,06/07/21 - 06/13/21,87,1139.0
01,51,-86.8445209956579,32.75687994183124,-78.66634949421768,37.510873096830124,06/07/21 - 06/13/21,1961,25690.0
01,53,-86.8445209956579,32.75687994183124,-120.59289987466929,47.41163921872467,06/07/21 - 06/13/21,588,7703.0
01,54,-86.8445209956579,32.75687994183124,-80.61370689717069,38.64256709677395,06/07/21 - 06/13/21,258,3380.0
01,55,-86.8445209956579,32.75687994183124,-89.73293305821664,44.63994410730462,06/07/21 - 06/13/21,355,4650.0
01,56,-86.8445209956579,32.75687994183124,-107.55139421018254,42.9995374625361,06/07/21 - 06/13/21,972,12734.0
01,72,-86.8445209956579,32.75687994183124,-66.41466678397286,18.21569833731172,06/07/21 - 06/13/21,4,52.0
02,01,-151.59342192189865,63.742989015090714,-86.8445209956579,32.75687994183124,06/07/21 - 06/13/21,104,4367.0
02,02,-151.59342192189865,63.742989015090714,-151.59342192189865,63.742989015090714,06/07/21 - 06/13/21,49479,2077782.0
02,04,-151.59342192189865,63.742989015090714,-111.6644603390921,34.29309519459149,06/07/21 - 06/13/21,372,15621.0
02,05,-151.59342192189865,63.742989015090714,-92.43923686174863,34.8997724175194,06/07/21 - 06/13/21,8,335.0
02,06,-151.59342192189865,63.742989015090714,-119.6638458867405,37.21530826027419,06/07/21 - 06/13/21,656,27547.0
02,08,-151.59342192189865,63.742989015090714,-105.5478211203382,38.99853159698931,06/07/21 - 06/13/21,270,11338.0
02,09,-151.59342192189865,63.742989015090714,-72.73825767764087,41.575164149895755,06/07/21 - 06/13/21,12,503.0
02,10,-151.59342192189865,63.742989015090714,-75.45249262811352,38.99497528640457,06/07/21 - 06/13/21,12,503.0
02,11,-151.59342192189865,63.742989015090714,-77.0162909035438,38.90477388790585,06/07/21 - 06/13/21,20,839.0
02,12,-151.59342192189865,63.742989015090714,-82.46641838867941,28.477058414990193,06/07/21 - 06/13/21,450,18896.0
02,13,-151.59342192189865,63.742989015090714,-83.42714021377525,32.63861711465618,06/07/21 - 06/13/21,179,7516.0
02,15,-151.59342192189865,63.742989015090714,-158.1099738068461,20.995111199008356,06/07/21 - 06/13/21,300,12597.0
02,16,-151.59342192189865,63.742989015090714,-114.6594139607683,44.389055086057056,06/07/21 - 06/13/21,150,6298.0
02,17,-151.59342192189865,63.742989015090714,-89.14863899339443,40.124200826969364,06/07/21 - 06/13/21,94,3947.0
02,18,-151.59342192189865,63.742989015090714,-86.28183838774677,39.919869617318085,06/07/21 - 06/13/21,48,2015.0
02,19,-151.59342192189865,63.742989015090714,-93.50009011569544,42.07464832674591,06/07/21 - 06/13/21,48,2015.0
02,20,-151.59342192189865,63.742989015090714,-98.38015540415404,38.484727072453566,06/07/21 - 06/13/21,20,839.0
02,21,-151.59342192189865,63.742989015090714,-85.29055223275348,37.5266141736611,06/07/21 - 06/13/21,24,1007.0
02,22,-151.59342192189865,63.742989015090714,-91.81423318426776,30.909072897746587,06/07/21 - 06/13/21,65,2729.0
02,23,-151.59342192189865,63.742989015090714,-69.20275986278288,45.27432853102379,06/07/21 - 06/13/21,40,1679.0
02,24,-151.59342192189865,63.742989015090714,-76.68717734070172,38.94649396258224,06/07/21 - 06/13/21,48,2015.0
02,25,-151.59342192189865,63.742989015090714,-71.503972041848,42.16009326868467,06/07/21 - 06/13/21,40,1679.0
02,26,-151.59342192189865,63.742989015090714,-85.73095291151436,44.874773603554175,06/07/21 - 06/13/21,89,3737.0
02,27,-151.59342192189865,63.742989015090714,-94.19830560457335,46.3491103788664,06/07/21 - 06/13/21,261,10960.0
02,28,-151.59342192189865,63.742989015090714,-89.6533594096457,32.712892273261986,06/07/21 - 06/13/21,30,1259.0
02,29,-151.59342192189865,63.742989015090714,-92.4774251950813,38.3676304410753,06/07/21 - 06/13/21,40,1679.0
02,30,-151.59342192189865,63.742989015090714,-109.64520698796639,47.03342111039991,06/07/21 - 06/13/21,106,4451.0
02,31,-151.59342192189865,63.742989015090714,-99.81085586033895,41.527151125231704,06/07/21 - 06/13/21,46,1931.0
02,32,-151.59342192189865,63.742989015090714,-116.65524866805762,39.356185873030874,06/07/21 - 06/13/21,506,21248.0
02,34,-151.59342192189865,63.742989015090714,-74.65561230865505,40.11017985292258,06/07/21 - 06/13/21,66,2771.0
02,35,-151.59342192189865,63.742989015090714,-106.1084438818861,34.42130099474041,06/07/21 - 06/13/21,36,1511.0
02,36,-151.59342192189865,63.742989015090714,-75.59654322164518,42.92123354806042,06/07/21 - 06/13/21,121,5081.0
02,37,-151.59342192189865,63.742989015090714,-79.13090891837648,35.52603039243236,06/07/21 - 06/13/21,99,4157.0
02,38,-151.59342192189865,63.742989015090714,-100.4693907950372,47.446310421753914,06/07/21 - 06/13/21,33,1385.0
02,39,-151.59342192189865,63.742989015090714,-82.70937700691621,40.415486910016135,06/07/21 - 06/13/21,73,3065.0
02,40,-151.59342192189865,63.742989015090714,-97.50822793037422,35.583464652524235,06/07/21 - 06/13/21,44,1847.0
02,41,-151.59342192189865,63.742989015090714,-120.60525631019901,43.94045138675371,06/07/21 - 06/13/21,358,15033.0
02,42,-151.59342192189865,63.742989015090714,-77.83893800628347,40.896700506452106,06/07/21 - 06/13/21,60,2519.0
02,44,-151.59342192189865,63.742989015090714,-71.52472355562169,41.59463889844585,06/07/21 - 06/13/21,26,1091.0
02,45,-151.59342192189865,63.742989015090714,-80.86459715523999,33.87785606967731,06/07/21 - 06/13/21,54,2267.0
02,46,-151.59342192189865,63.742989015090714,-100.23046550270404,44.43613758926095,06/07/21 - 06/13/21,32,1343.0
02,47,-151.59342192189865,63.742989015090714,-86.34341233023729,35.84298014361061,06/07/21 - 06/13/21,106,4451.0
02,48,-151.59342192189865,63.742989015090714,-99.31712096957119,31.447212191842507,06/07/21 - 06/13/21,495,20786.0
02,49,-151.59342192189865,63.742989015090714,-111.67824995489637,39.32376871301901,06/07/21 - 06/13/21,153,6424.0
02,51,-151.59342192189865,63.742989015090714,-78.66634949421768,37.510873096830124,06/07/21 - 06/13/21,100,4199.0
02,53,-151.59342192189865,63.742989015090714,-120.59289987466929,47.41163921872467,06/07/21 - 06/13/21,875,36744.0
02,54,-151.59342192189865,63.742989015090714,-80.61370689717069,38.64256709677395,06/07/21 - 06/13/21,26,1091.0
02,55,-151.59342192189865,63.742989015090714,-89.73293305821664,44.63994410730462,06/07/21 - 06/13/21,86,3611.0
02,56,-151.59342192189865,63.742989015090714,-107.55139421018254,42.9995374625361,06/07/21 - 06/13/21,53,2225.0
04,01,-111.6644603390921,34.29309519459149,-86.8445209956579,32.75687994183124,06/07/21 - 06/13/21,470,11572.0
04,02,-111.6644603390921,34.29309519459149,-151.59342192189865,63.742989015090714,06/07/21 - 06/13/21,510,12556.0
04,04,-111.6644603390921,34.29309519459149,-111.6644603390921,34.29309519459149,06/07/21 - 06/13/21,936364,23054563.0
04,05,-111.6644603390921,34.29309519459149,-92.43923686174863,34.8997724175194,06/07/21 - 06/13/21,563,13861.0
04,06,-111.6644603390921,34.29309519459149,-119.6638458867405,37.21530826027419,06/07/21 - 06/13/21,33062,814031.0
04,08,-111.6644603390921,34.29309519459149,-105.5478211203382,38.99853159698931,06/07/21 - 06/13/21,6044,148811.0
04,09,-111.6644603390921,34.29309519459149,-72.73825767764087,41.575164149895755,06/07/21 - 06/13/21,141,3471.0
04,10,-111.6644603390921,34.29309519459149,-75.45249262811352,38.99497528640457,06/07/21 - 06/13/21,123,3028.0
04,11,-111.6644603390921,34.29309519459149,-77.0162909035438,38.90477388790585,06/07/21 - 06/13/21,204,5022.0
04,12,-111.6644603390921,34.29309519459149,-82.46641838867941,28.477058414990193,06/07/21 - 06/13/21,6103,150264.0
04,13,-111.6644603390921,34.29309519459149,-83.42714021377525,32.63861711465618,06/07/21 - 06/13/21,2069,50941.0
04,15,-111.6644603390921,34.29309519459149,-158.1099738068461,20.995111199008356,06/07/21 - 06/13/21,5835,143665.0
04,16,-111.6644603390921,34.29309519459149,-114.6594139607683,44.389055086057056,06/07/21 - 06/13/21,1362,33534.0
04,17,-111.6644603390921,34.29309519459149,-89.14863899339443,40.124200826969364,06/07/21 - 06/13/21,2880,70909.0
04,18,-111.6644603390921,34.29309519459149,-86.28183838774677,39.919869617318085,06/07/21 - 06/13/21,1219,30013.0
04,19,-111.6644603390921,34.29309519459149,-93.50009011569544,42.07464832674591,06/07/21 - 06/13/21,1041,25630.0
04,20,-111.6644603390921,34.29309519459149,-98.38015540415404,38.484727072453566,06/07/21 - 06/13/21,678,16693.0
04,21,-111.6644603390921,34.29309519459149,-85.29055223275348,37.5266141736611,06/07/21 - 06/13/21,436,10734.0
04,22,-111.6644603390921,34.29309519459149,-91.81423318426776,30.909072897746587,06/07/21 - 06/13/21,592,14575.0
04,23,-111.6644603390921,34.29309519459149,-69.20275986278288,45.27432853102379,06/07/21 - 06/13/21,245,6032.0
04,24,-111.6644603390921,34.29309519459149,-76.68717734070172,38.94649396258224,06/07/21 - 06/13/21,479,11793.0
04,25,-111.6644603390921,34.29309519459149,-71.503972041848,42.16009326868467,06/07/21 - 06/13/21,854,21026.0
04,26,-111.6644603390921,34.29309519459149,-85.73095291151436,44.874773603554175,06/07/21 - 06/13/21,1577,38827.0
04,27,-111.6644603390921,34.29309519459149,-94.19830560457335,46.3491103788664,06/07/21 - 06/13/21,1996,49144.0
04,28,-111.6644603390921,34.29309519459149,-89.6533594096457,32.712892273261986,06/07/21 - 06/13/21,274,6746.0
