geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,number_devices_primary_daytime,date_range,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,368035,11/01/21 - 11/07/21,3951715,48580614.0
01,02,-86.8445209956579,32.75687994183124,-151.59342192189865,63.742989015090714,368035,11/01/21 - 11/07/21,230,2827.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390921,34.29309519459149,368035,11/01/21 - 11/07/21,1662,20431.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174863,34.8997724175194,368035,11/01/21 - 11/07/21,2744,33733.0
01,06,-86.8445209956579,32.75687994183124,-119.6638458867405,37.21530826027419,368035,11/01/21 - 11/07/21,3750,46100.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,368035,11/01/21 - 11/07/21,2457,30205.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,368035,11/01/21 - 11/07/21,191,2348.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811352,38.99497528640457,368035,11/01/21 - 11/07/21,59,725.0
01,11,-86.8445209956579,32.75687994183124,-77.0162909035438,38.90477388790585,368035,11/01/21 - 11/07/21,344,4228.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,368035,11/01/21 - 11/07/21,60041,738117.0
01,13,-86.8445209956579,32.75687994183124,-83.42714021377525,32.63861711465618,368035,11/01/21 - 11/07/21,128334,1577680.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068461,20.995111199008356,368035,11/01/21 - 11/07/21,599,7363.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,368035,11/01/21 - 11/07/21,220,2704.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,368035,11/01/21 - 11/07/21,3886,47772.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774677,39.919869617318085,368035,11/01/21 - 11/07/21,2947,36229.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,368035,11/01/21 - 11/07/21,716,8802.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,368035,11/01/21 - 11/07/21,727,8937.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,368035,11/01/21 - 11/07/21,5704,70122.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,368035,11/01/21 - 11/07/21,11839,145543.0
01,23,-86.8445209956579,32.75687994183124,-69.20275986278288,45.27432853102379,368035,11/01/21 - 11/07/21,370,4548.0
01,24,-86.8445209956579,32.75687994183124,-76.68717734070172,38.94649396258224,368035,11/01/21 - 11/07/21,1017,12502.0
01,25,-86.8445209956579,32.75687994183124,-71.503972041848,42.16009326868467,368035,11/01/21 - 11/07/21,1295,15920.0
01,26,-86.8445209956579,32.75687994183124,-85.73095291151436,44.874773603554175,368035,11/01/21 - 11/07/21,1697,20862.0
01,27,-86.8445209956579,32.75687994183124,-94.19830560457335,46.3491103788664,368035,11/01/21 - 11/07/21,550,6761.0
01,28,-86.8445209956579,32.75687994183124,-89.6533594096457,32.712892273261986,368035,11/01/21 - 11/07/21,46046,566068.0
01,29,-86.8445209956579,32.75687994183124,-92.4774251950813,38.3676304410753,368035,11/01/21 - 11/07/21,3433,42203.0
01,30,-86.8445209956579,32.75687994183124,-109.64520698796639,47.03342111039991,368035,11/01/21 - 11/07/21,350,4302.0
01,31,-86.8445209956579,32.75687994183124,-99.81085586033895,41.527151125231704,368035,11/01/21 - 11/07/21,440,5409.0
01,32,-86.8445209956579,32.75687994183124,-116.65524866805762,39.356185873030874,368035,11/01/21 - 11/07/21,3483,42818.0
